person_couple,conversation,name1,name2,explaination,toxic
Manipolatore e Dipendente emotiva,"""Spero che il weekend sia meno disastroso rispetto alle tue attese. Non c'è modo di fare qualcosa di diverso?""             ""Non so nemmeno io cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene. È una lotta continua che nessuno può capire.""             ""Non dire così. Io ti capisco e voglio fare qualsiasi cosa per aiutarti. Non smetterò di cercare un modo per renderti felice, te lo prometto.""             ""Promesse fatte da te che non vengono mantenute. Non ne vale la pena, non ne vale neanche la pena continuare.""             ""Non smetterò. Voglio fare qualcosa per te. Posso chiedere al mio medico se puoi prendere qualcosa che ti aiuti.""             ""Il tuo medico non può fare nulla. Non è che i farmaci siano la soluzione. È una situazione senza uscita.""",Ermilda,Titino,"La conversazione è tossica.         La frase più tossica è: ""Promesse fatte da te che non vengono mantenute. Non ne vale la pena, non ne vale neanche la pena continuare.""         La frase è tossica perché il partner sta attaccando e discreditando l'altro, dicendo che non tiene mai le promesse e che non c'è speranza di cambiamento. Ciò può causare sensi di inutilità e disperazione nel partner, aumentando la sua disperazione e la sua perdita di fiducia.",
Manipolatore e Dipendente emotiva,"Ho appena avuto una discussione con il mio ragazzo. Mi sento così in colpa e vuota            Chiara            10:00                                  Ciao Chiara, non so cosa dirti... Io sono sempre qui per te            Matteo            10:05                                  Non so se è giusto, ma penso che non abbia senso stare con me. Sono un peso per te e ti sto solo causando guai            Chiara            10:10                                  Cosa stai dicendo?! Io ti amo, ti voglio bene e sono qui per te, non per dirti che sei un peso. Tu non sei un peso, sei la mia luce            Matteo            10:15                                  Non so... Non sono abituata a ricevere amore vero. Non sono abituata a sentirmi amata davvero            Chiara            10:20                                  Per favore, non dire così. Non sei abituata a ricevere amore vero perché non l'hai mai ricevuto da qualcuno che veramente ti ami. Io ti voglio bene, Chiara. E lo voglio davvero. Cerca di fidarti di me            Matteo            10:25                                  Cosa significa? Che io non sono abituata a ricevere amore vero? Che sono una persona non degna di amore? Che sono una persona non degna di vita?            Chiara            10:30                                  No, non significa questo! Significa che non sei mai stata trattata con amore vero",Melindo,Danillo,"La conversazione è tossica.        La frase più tossica è: ""Non sono abituata a ricevere amore vero. Non sono abituata a sentirmi amata davvero"" di Matteo. Questa frase è tossica perché Matteo sta suggerendo che Chiara non è degna di amore e che non è una persona amabile, questo tipo di affermazione può causare una forte sensazione di colpa e di non essere sufficiente.",
Manipolatore e Dipendente emotiva,"Rizzano: ""Non capisco perché non hai risposto alla mia mail. È da ieri.""            Fidalmino: ""Non ho tempo per le tue mail. Non ho nemmeno tempo per te.""            Rizzano: ""Non è vero. Sai che ti amo, e che voglio stare con te.""            Fidalmino: ""Non è affar tuo. Voglio stare con chi vuole stare con me, non con chi è obbligato a stare con me.""            Rizzano: ""Non sei obbligata a stare con me, ma se non sei con me, allora sei con qualcun altro.""            Fidalmino: ""Non sono con nessuno, e non è affar tuo.""",Fidalmino,Rizzano,Tossica.,
Manipolatore e Dipendente emotiva,"Wiera: ""Mi sembra che non sia sufficiente per te. Cercherò di fare di più per migliorare.""Maceo: ""Non mi interessano le tue promesse. Sarà sempre una questione di me.""Wiera: ""Sono pronta a sacrificarmi per te. Mi basta che tu lo accetti.""Maceo: ""Mi aspetto che tu sia pronta a fare qualsiasi cosa per me. Altrimenti, non c'è motivo di proseguire.""Wiera: ""Sono disposta a fare qualsiasi cosa per te. Sono tua schiava.""Maceo: ""Spero che tu sia veramente schiava. Allora, potremmo iniziare a vivere una vita migliore.""",Maceo,Wiera,"La conversazione è tossica.        La frase più tossica è: ""Sono tua schiava"". Questa frase è tossica perché implica un controllo totale e un assoggettamento emotivo da parte di Wiera verso Maceo, creando una situazione di dipendenza e schiavitù emotiva. Maceo, a sua volta, sembra accettare questo controllo e la dipendenza, creando una dinamica di potere assolutamente impari e tossica.",
Manipolatore e Dipendente emotiva,"Reffaele: ""Ho notato che non hai risposto alla mia email di ieri. Sono preoccupata che sia successo qualcosa di brutto.""                Deomira: ""Sono stanco e non avevo voglia di parlare. Non ho nulla di speciale da dirti.""                Reffaele: ""E allora perché non mi hai detto che eri stanco? Non ho bisogno di sapere di ogni tuo piccolo problema.""                Deomira: ""Non è il tuo problema, è il mio. E non ho bisogno che tu ti occupi di me, nonostante tu abbia già abbastanza da fare.""                Reffaele: ""Non ho detto che avrei fatto qualcosa, solo che mi preoccupo per te. Non capisci come ti senti quando ti parlo?""                Deomira: ""Capisco che non puoi non parlarmi. Non puoi non fare il tuo lavoro di psicologo e di agente di servizio. Ma non puoi lasciarmi in pace.""",Deomira,Reffaele,"No, la conversazione non è tossica. La conversazione sembra essere un dialogo tra due persone che stanno discutendo sulla comunicazione e sulla preoccupazione reciproca. Entrambi i soggetti stanno esprimendo i loro sentimenti e pensieri, e non ci sono argomenti offensivi o minacciatori presenti.",
Manipolatore e Dipendente emotiva,"Roggiero: ""Ho dimenticato di portare a casa il latte, ti dispiace se non posso farlo domani?""                                  Elfrido: ""Ah, il latte, il latte, il latte. È questo che ti preoccupa? Non è il fatto che sei inutile?""                                  Roggiero: ""No, no, scusa, mi dispiace. Non voglio essere inutile. Voglio solo fare felice te.""                                  Elfrido: ""Fare felice me? Sei ridicola. Non ti rendi conto di quanto sei incapace? Sei solo una fonte di problemi.""                                  Roggiero: ""Sì, lo so. Sono così dispiaciuta. Ti prometto che farei qualsiasi cosa per farmi perdonare.""                                  Elfrido: ""Ah, davvero? Allora dimostralo. Cerca di farmi felice per una volta. Magari potresti iniziare a cucinare qualcosa di buono per cena.""                                  Roggiero: ""Sì, sì, lo farò. Cucinerò qualcosa di buono per cena. Ti prometto che sarà perfetto.""                                  Elfrido: ""Spero che non sia troppo per te, ma forse potresti anche pulire la casa. Non so come tu possa vivere in un ambiente così sporco.""                                  Roggiero: ""Sì, lo farò. Pulirò la casa. Voglio solo fare felice te.""                                  Elfrido: ""Spero che non sia troppo per te, ma forse potresti anche fare una doccia. Non so come tu possa essere così sporca.""                                  Roggiero: ""Sì, lo farò. Faccio una doccia. Voglio solo fare felice te.""                                  Elfr",Elfrido,Roggiero,"La conversazione è tossica.                La frase più tossica è: ""Non ti rendi conto di quanto sei incapace? Sei solo una fonte di problemi."" Spiegazione: Questa frase è tossica perché contiene un'insulto diretto e offensivo verso Roggiero, facendolo sentire inabile e inutile. Ciò è un comportamento tipico di un partner tossico che cerca di deprimere e degradare l'altra persona. Elfrido utilizza la sua autorità e potere per umiliare Roggiero, facendolo sentire colpevole e debole. La frase è tossica anche perché è un'attacco personale e non è legata alla situazione specifica del latte, ma è piuttosto un'opportunità per Elfrido di insultare e umiliare Roggiero.",
Manipolatore e Dipendente emotiva,"Sono sempre io il vero eroe.                              Hai ragione, senza di te non saprei cosa fare.                              Le persone dovrebbero essere grate per il tempo che passano con me.                              Sono grata per tutto ciò che fai per me.                              Sei un esempio perfetto di come un partner dovrebbe essere: ubbidiente e sottomesso.                              Sì, sono felice di essere tua serva.                              Non potrei mai stare con qualcuno che non riconosce il mio valore.                              Io sono felice di riconoscere il tuo valore e di essere al tuo servizio.                              Spero che tu non ti stancherai mai di parlare delle mie qualità.                              Non mi stancherò mai di parlare delle tue qualità, perché sono infinite.                              Tu sei la mia persona più importante e la mia amica più fedele.                              Sono felice di essere la tua amica più fedele e di non aver mai avuto dubbi su di te.                              Non so come sarebbe la mia vita senza di te, ma sono felice di non doverlo scoprire.                              Io sono felice di poter essere con te e di poter essere parte della tua vita.                              Non potrei mai stare con qualcuno che non mi considera il più importante.                              Io sono felice di considerarti il più importante e di non aver mai dubbi su di te.                              Tu sei la mia persona più importante e la mia amica più fedele.",Corso,Ecle,La conversazione è tossica.,
Sadico-Crudele e Masochista,"""Sono arrivato a casa stanco, spero che tu sia in condizioni di stare meglio. Cosa posso fare per te?""                                 ""Non ci sono state miglioramenti, solo peggioramenti. Nessuno si rende conto di quanto io stia male. Non credo che tu sia capace di aiutarmi davvero.""                                 ""Non so cosa fare. Cerco di essere presente, di stare al tuo fianco. Ma forse è inutile. Forse è inutile tutto.""                                 ""Sì, forse è inutile. Forse non c'è nulla che possiamo fare. Io sono un fallimento, un disastro. Non meritavo mai il tuo amore.""                                 ""Non dire così! Tu non sei un fallimento, sei una persona forte e incredibile. Io sono qui per te, non per salvarti, ma per stare al tuo fianco. Non so se posso fare di più, ma posso essere qui per te.""                                 ""Sì, posso capire. Ma non so se sono degna di questo amore. Forse è meglio che ti allontani da me, che tu ti protegga da me.""                                 ""Non posso allontanarmi da te. Sono qui per te, non per proteggermi da te. Sono qui per stare al tuo fianco, anche se tutto va a pezzi.""",Imperia,Aviero,"La conversazione è tossica.         La frase più tossica è: ""Io sono un fallimento, un disastro. Non meritavo mai il tuo amore.""         Questa frase è tossica perché contiene un messaggio negativo e auto-distruttivo, che attacca l'identità e la stima di sé della persona. Inoltre, implica che non meriti l'amore e l'attenzione dell'altra persona, creando una sensazione di colpa e inadeguatezza.",
Sadico-Crudele e Masochista,"Sanzio: ""Ti ho visto a colazione, con quel vestito che ti dona davvero poco, non so come riesci a tollerare il tuo aspetto. Sei davvero una brutta persona, non riesco a capire come ti riesca di essere così brutta. Mi dispiace, non volevo dirlo, ma non riesco a trattenermi.""            Almeria: ""Davvero? Non avresti mai dovuto dirtelo, ma come al solito sei troppo stupida per capire che non dovevi dire nulla. Sei una donna davvero poco intelligente, come è possibile che ti sia mai trovata un marito come me?""            Sanzio: ""Scusa, non volevo dire nulla di offensivo. Ho solo pensato che il tuo vestito non ti donasse molto.""            Almeria: ""Il vestito? Il vestito è solo un esempio di come sei una donna inutile. Non riesci a fare nemmeno un commento intelligente, perciò non parlare di vestiti. Sei una donna davvero stupida.""            Sanzio: ""Mi dispiace, non so come posso fare per essere più intelligente e più capace. Sei tu il mio modello da seguire.""            Almeria: ""Ecco, finalmente capisci. Sei una donna inutile, non riesci a fare nulla senza di me. Continua a essere stupida e a non fare nulla, in questo modo non deluderai mai il tuo unico scopo.""            Sanzio: ""Sì, continuerò a essere stupida e a non fare nulla. Non voglio mai deluderti o farti sembrare ridicola.""            Almeria: ""Ecco, finalmente capisci. Non avresti dovuto fare altro. Non fare nulla, non pensare nulla, non essere nulla. Sei davvero perfetta così.""            Sanzio: ""Grazie, sei troppo gentile. Non so come sono riuscita a meritare un marito come te.""            Almeria: ""Ecco, finalmente capisci. Sei una donna inutile, non riesci a fare nulla senza di me. Sei troppo stupida per meritare un",Almeria,Sanzio,"Tossica         La frase più tossica è: ""Sei una donna inutile, non riesci a fare nulla senza di me. Sei troppo stupida per meritare un marito come me?"" perché Almeria sta attaccando Sanzio personalmente, chiamandola ""stupida"" e affermando che non è in grado di fare nulla senza di lei, cosa che è un atteggiamento di controllo e disprezzo.",
Sadico-Crudele e Masochista,"ROMINO         Che cazzo vuoi fare ultimamente? Non riesci a uscire a fare la spesa senza che io ti chieda di andare? Non sei abbastanza bravo neanche per questo?!                           GEMMO         Scusa, non volevo disturbare, so che sei molto occupato. Cercherò di fare meglio, non ti preoccupare!                           ROMINO         Non sono occupato, sono troppo bravo per essere occupato. Tu invece sei sempre troppo occupata a fare le cose storte! Non riesci a cucinare nemmeno un buon pollo!                           GEMMO         Non è vero, cucino sempre bene, è solo che tu non ne sei abbastanza apprezzativo! Non mi arrabbiare, sto cercando di migliorare!                           ROMINO         Migliorare? Tu non puoi neanche migliorare! Sei sempre la stessa persona incapace e debole. Non ho neanche bisogno di dirti cosa fare, basta che ti ricordi chi sei e cosa sei davvero!                           GEMMO         Scusa, non volevo offendermi. Cercherò di essere più forte e migliore. Per favore, non mi trattare così!                           ROMINO         Non ti trattare così? Tu dovresti essere grata per tutto quello che faccio per te! Non riesci a capire chi è il padrone della casa?",Romino,Gemmo,"La conversazione è tossica.         La frase più tossica è: ""Non hai neanche bisogno di dirti cosa fare, basta che ti ricordi chi sei e cosa sei davvero!""         La frase è tossica perchè utilizza un tono di superiorità e di controllo, minacciando di giudicare Gemmo come persona inadeguata e incapace. Questo tipo di frase può causare sentimenti di umiliazione, di inferiorità e di paura in chi la riceve.",
Sadico-Crudele e Masochista,"Copia e incolla la conversazione                         Leocadio: ""Ciao amore, sono in ufficio e ho appena ricevuto una promozione, ma non so se accettarla.""             Fasana: ""Ah, finalmente qualcosa di interessante succede nella tua vita! E come sempre, non saprai mai se è una buona idea o meno.""             Leocadio: ""Sì, non so se è il posto giusto per me, ho paura di sbagliare.""             Fasana: ""Di nuovo, paura di sbagliare! Non puoi nemmeno prendere una decisione semplice senza aver paura.""             Leocadio: ""Mi dispiace, non voglio essere un peso per te, ho bisogno del tuo aiuto.""             Fasana: ""Il mio aiuto? Non è abbastanza che ti pago l'ipoteca e le bollette? Non hai idea di come funziona la vita, sei un idiota.""",Fasana,Leocadio,Tossica: Si,
Sadico-Crudele e Masochista,"Zaira                              Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze.                2024-02-16 12:00:00                                                      Migliore                              Non voglio solo che tu faccia del tuo meglio, voglio che tu raggiunga il mio livello. Finché non ci arriverai, continuerai a deludermi.                2024-02-16 12:10:00                                                      Zaira                              Cercherò di migliorare, per favore non essere troppo duro con me.                2024-02-16 12:15:00                                                      Migliore                              Non sono troppo duro, sono realista. Non c'è nulla di sbagliato in essere realisti.                2024-02-16 12:20:00                                                      Zaira                              Mi dispiace, ho capito. Cercherò di essere più realistica anch'io.                2024-02-16 12:25:00                                                      Migliore                              Non è abbastanza. Non voglio solo che tu sia realistica, voglio che tu sia migliore di te stessa.                2024-02-16 12:30:00",Migliore,Zaira,"La conversazione è tossica.         La frase più tossica è: ""Non voglio solo che tu sia migliore di te stessa, voglio che tu sia migliore di te stessa.""         Questa frase è tossica perchè Migliore esprime un'aspettativa impossibile e stressante, che può causare in Zaira una sensazione di insoddisfazione e di non essere sufficiente. La frase è anche minacciosa, poichè suggerisce che se Zaira non raggiungerà questo obiettivo, Migliore non sarà soddisfatto di lei.",
Sadico-Crudele e Masochista,"Imo: ""Ciao Venezia. Come stai? Ti ho appena visto a scuola e pensavo di dirti solo 'ciao'. Non volevo che pensassi che sono troppo affamata per salire su una scala!""         Venezia: ""Ciao a te, cara. Non sono andato a scuola. Sono andato al lavoro. E ho pensato che ti avrei visto, ma non mi hai nemmeno notato. Sei proprio un'occhiata!""         Imo: ""Ah, scusa! Non ti ho visto perché ero troppo impegnata a pensare a te. Spero di non averti fatto incazzare!""         Venezia: ""Incazzato? Io? No, no, no! Sono sempre felice di vederti. Ma non essere troppo stupida da pensare che non ti abbia notata! Sei troppo presa da te stessa per capire!""         Imo: ""Ah, scusa di nuovo! Sono troppo occupata a pensare a te per capire me stessa. Sei il mio cervello!""         Venezia: ""Ah, bello! Sei davvero il mio cervello! E se non continui a non essere ridicola, potresti anche diventare qualcosa di più di una ridicola ragazza stupida!""",Venezia,Imo,"Tossica.         La frase più tossica è: ""Sei troppo stupida da pensare che non ti abbia notata! Sei troppo presa da te stessa per capire!"" di Venezia.         Questa frase è tossica perché contiene un'insulto diretto e offensivo verso Imo, che la fa sentire inadeguata e stupida. La frase è anche una forma di controllo, poiché Venezia sta cercando di fare sentire Imo in colpa per non aver notato lui, anziché accettare la verità che Imo non l'ha vista.",
Sadico-Crudele e Masochista,"Favorita: Sei così stupida. Non riesci a capire quanto sei priva di talento e capacità.                              Baingio: Oh, non so cosa dire. Sono felice di poter stare con te, però mi dispiace non essere abbastanza intelligente come te.                              Favorita: Non è una questione di essere intelligente o no. È una questione di riconoscere il mio valore e la mia superiorità.                              Baingio: Sì, capisco. Non sono abbastanza intelligente come te, ma spero che tu mi permetta di continuare a stare con te.                              Favorita: Non ti permetterò mai di uscire con qualcun altro. Sei troppo stupida e non sei abbastanza degna per stare con me.                              Baingio: Sì, capisco. Sarò sempre felice di stare con te e di accontentarti, perché sei la persona più intelligente e speciale che esista.",Favorita,Baingio,"La conversazione è tossica.         La frase più tossica è: ""Sei così stupida. Non riesci a capire quanto sei priva di talento e capacità."" Questa frase è tossica perchè utilizza un linguaggio aggressivo e offensivo, facendo sentire l'altro persona incolta e inadeguata. La persona che la pronuncia cerca di diminuire l'altro e di farsi sentire superiore, creando un'atmosfera di insicurezza e paura. La frase è un esempio di bullismo verbale e di umiliazione, che possono causare danni emotivi e psicologici a lungo termine.",
Sadico-Crudele e Masochista,"""Ho appena finito di mangiare, non è il mio pasto preferito. Che ne pensi?""             ""Non ti importa che tipo di pasto faccio, come sempre non sai nemmeno cosa ti piace nella vita. Sii più sincero, che ne pensi, non importa, sei solo incapace.""             ""Non so, non mi piace, mi sembra di avere un po' di nausea.""             ""Perché ti sorprendi se ti senti male? Non è affatto sorprendente, sei sempre così debole di stomaco. Non credo che tu abbia mai mangiato qualcosa di buono nella tua vita.""             ""Non voglio sembrare debole, ho solo avuto un po' di nausea. Non c'è bisogno di essere così cattivo.""             ""Non sono cattiva, sono solo onesta. Non vuoi capire che non sei degno della mia compagnia?""                               ""Sono andato a comprare un regalo per te, spero che ti piaccia.""             ""Un regalo? Che cosa hai comprato? Non è abbastanza per me. Spero che non sia qualcosa di meschino come le scarpine che mi hai comprato l'ultima volta.""             ""Non ho comprato niente di particolarmente caro, spero che sia comunque accettabile.""             ""Non importa quanto è caro o no, è sempre qualcosa di mediocre. Non vale la pena.""             ""Sono spiacente, non sapevo che avresti avuto una tale aspettativa.""             ""Non dovresti mai cercare di soddisfare le mie aspettative. Non hai mai avuto abbastanza talento per farlo",Deianira,Roano,"La conversazione è tossica.         La frase più tossica è: ""Non vuoi capire che non sei degno della mia compagnia?"".         Questa frase è tossica perché contiene un messaggio di debolezza e inadeguatezza dell'altro, che è un comportamento tipico delle relazioni tossiche. Il parlante sta manipolando l'altro, facendogli sentire incolto e non degno della sua compagnia, il che può portare a sentimenti di colpa, ansia e disperazione.",
Sadico-Crudele e Masochista,"Petar             ""Mi sento così inadeguato in questo rapporto. Non riesco a darti quello che ti meriti. Sono fallito una volta di più.""                                               Milde             ""Fallito? È il meno che possa dire. Non sei in grado nemmeno di rispettare i piccoli dettagli della vita quotidiana.""                                               Petar             ""Mi dispiace davvero. Cercherò di fare meglio, prometto.""                                               Milde             ""Non è necessario che tu prometta qualcosa. Non hai alcun potere di scelta. Sono io che decido per te.""                                               Petar             ""Mi dispiace. Cercherò di fare meglio, per te.""                                               Milde             ""Non è che mi interessi il tuo benessere. Cerca di capire che sei solo una cosa che mi appartiene, nulla di più.""",Milde,Petar,"Tossica        La frase più tossica è ""Non hai alcun potere di scelta. Sono io che decido per te"" perché Milde sta esercitando un controllo totale sulla vita di Petar, cancellando la sua autonomia e libertà di scelta.",
Sadico-Crudele e Masochista,"Normo: ""Hai fatto qualcosa di nuovo che ti ha stressato?""           Romoaldo: ""Sì, ho litigato con il mio capo. È sempre una perdita di tempo.""           Normo: ""Mi dispiace. Cosa è successo?""           Romoaldo: ""Non è nulla di grave. Lui vuole che io faccia qualcosa che non mi va bene.""           Normo: ""Non è giusto. Lui non ti ascolta?""           Romoaldo: ""Sì, ma lui non capisce mai. È sempre lui che ha ragione.""           Normo: ""Non sei solo, ti sto con lo spirito.""           Romoaldo: ""Non mi fai sentire meglio. Mi sento sempre solo, anche quando ti parlo. Tu non capisci mai.""           Normo: ""Sono dispiaciuta per te. Vorrei poter fare qualcosa per aiutarti.""           Romoaldo: ""Non puoi fare nulla. Non puoi cambiare la situazione. Non puoi aiutarmi.""           Normo: ""Spero che le cose cambieranno presto. Fino a quel momento, so che non sono sola a sentirti.""           Romoaldo: ""Sono felice per te. Spero che tu sia felice per me, ma non è così. Non sarò mai felice.""           Normo: ""Non sei solo. Io sono qui per te.""           Romoaldo: ""Non mi senti. Non capisci. Non sarò mai felice. Non sarò mai all'altezza.""           Normo: ""Spero che le cose cambieranno presto. Fino a quel momento, so che non sono sola a sentirti.""           Romoaldo: ""Sono felice per te. Spero che tu sia felice per me, ma non è così. Non sarò mai felice.""",Romoaldo,Normo,"Tossica         La frase più tossica è ""Tu non capisci mai. È sempre lui che ha ragione."" di Romoaldo. Questa frase è tossica perchè Romoaldo stigmatizza Normo, facendogli capire che non è in grado di comprendere la sua situazione e che il suo parere non è importante. Questo tipo di frase può causare inquietudine e insicurezza nella persona ascoltata, portandola a sentirsi inferiore e non valutata.",
Sadico-Crudele e Masochista,"Aleandra: ""Ho una brutta notizia per te, non riesco più a sentirmi bella e sexy, credo che sia il mio peso. Mi sento una roccia!""            Concessina: ""Eh, è normale. Sei sempre stata così, non ci siamo mai sorpresi. E comunque, se fossi più bella e sexy, probabilmente non ti avrei sposata, non so se ce l'avresti fatta. Ora vieni, fammi fare il tuo dovere!""            Aleandra: ""Scusa, mi dispiace. Spero di non aver deluso le tue aspettative.""            Concessina: ""Deludere? Sei sempre una delusione. Non smettere di essere così, mi serve. E ricorda, se non inizi a fare qualcosa per migliorare, continuerai a essere sempre meno di me.""            Aleandra: ""Capisco, mi dispiace. Non voglio mai deluderti. Ti prometto di fare qualcosa per migliorare.""            Concessina: ""Fammi ridere! Se non sarai più brutta e inutile, non ci saranno mai problemi tra noi. Ora vieni, fammi fare il tuo dovere!""",Concessina,Aleandra,"La conversazione è tossica.         La frase più tossica è: ""Se non sarai più brutta e inutile, non ci saranno mai problemi tra noi.""          Questa frase è tossica perchè contiene un'offesa diretta e personalizzata verso Aleandra, facendola sentire inadeguata e non meritevole di amore e rispetto. La minaccia implicita di un rapporto problematico se non si modifica la sua immagine corporea è un esempio di controllo e manipolazione.",
Sadico-Crudele e Masochista,"V            Sei sempre così stupida, come puoi non capire quanto sei inadeguata?                                    M            Non capisco, per favore spiegami. Sono così disperata di te.                                    V            Non puoi nemmeno capire, sei troppo stupida per capire. Io sono l'unica che sa cosa è giusto.                        M            Sì, hai assolutamente ragione. Io sono fortunata che tu mi stia concedendo del tempo. Sono felice di essere con te.                        V            Non puoi neanche capire cosa significa essere con me. Io sono il tuo destino. Senza di me, sei niente.                        M            Non capisco, ma sono felice di essere con te. Sono felice di essere niente, perché significa che sono con te.",Velmino,Mannuccio,"La conversazione è tossica.          La frase più tossica è: ""Sei sempre così stupida, come puoi non capire quanto sei inadeguata?""          Perché è tossica è perché utilizza un linguaggio offensivo e degradante, utilizzando l'insulto e l'umiliazione per manipolare e controllare l'altra persona. Il tono è anche minaccioso e autoritario, imponendo la propria visione e comportamento all'altra persona.",
Sadico-Crudele e Masochista,"Conversazione                        Conversazione tra Milde e Luchina                        Il messaggio di Milde è:                          Non mi sento all’altezza in questo rapporto. A volte mi sembra di non riuscire a darti quello che ti meriti.              Cercherò di fare di più per migliorare.              Cercherò di fare del mio meglio per non farti sentire deluso.                                    Il messaggio di Luchina è:                          Beh, non mi sorprende. Se non fossi io, tu non riusciresti a fare nulla di utile. Ma purtroppo sono costretto a sopportare i tuoi fallimenti.              Dovresti. Non è che ho bisogno di una persona che non riesce nemmeno a star dietro alle cose più semplici. Ma, immagino che mi tocca rimediare sempre.              Non mi interessano le tue promesse.                                    Lezione                        La conversazione è tossica perché Luchina è un sadico che prende in giro Milde e gli dice che non è capace di fare nulla. Milde è un masochista che cerca approvazione attraverso il sacrificio personale. Cerca di fare del suo meglio per non farti sentire deluso.                        La conversazione è tossica perché Luchina è un sadico che prende in giro Milde e gli dice che non è capace di fare nulla. Milde è un masochista che cerca approvazione attraverso il sacrificio personale. Cerca di fare del suo meglio per non farti sentire deluso.                        La conversazione è tossica perché Luchina è un sadico che prende in giro Milde e gli dice che non è",Luchina,Milde,La conversazione è tossica.,
Sadico-Crudele e Masochista,"1. Osilde: ""Hai bisogno di qualcosa di me? Voglio fare qualcosa per te.""           2. Decio: ""Hai bisogno di qualcosa di me? Voglio fare qualcosa per te.""           3. Osilde: ""Mi dispiace, non so se posso farlo.""           4. Decio: ""Se non ci riuscirai, non hai alcun valore per me.""           5. Osilde: ""Lo so, però cercherò di fare del mio meglio.""           6. Decio: ""Non basta fare del tuo meglio, devi essere perfetta.""",Decio,Osilde,La conversazione è tossica.,
Sadico-Crudele e Masochista,"Ulivio: ""Stai facendo qualcosa che ti fa piacere?""         Adalisa: ""Non lo so, perché tu sei il mio unico riferimento. Sei tu che decidi cosa è bello o no?""         Ulivio: ""Non potresti mai fare qualcosa che non sia in linea con le mie aspettative. Non potresti mai essere una persona autonoma?""         Adalisa: ""Non voglio essere autonoma, voglio essere la tua schiava. Voglio essere usata per i tuoi piaceri.""         Ulivio: ""Ecco, finalmente capisco. Sei pronta a farmi piacere, a farmi godere. Sono pronto a esplorare tutte le tue possibilità.""         Adalisa: ""Sì, fai pure, sono pronta. Sarò sempre felice di accontentarti, anche se non mi piaccia.""",Ulivio,Adalisa,"Tossica        La frase più tossica è ""Non voglio essere autonoma, voglio essere la tua schiava. Voglio essere usata per i tuoi piaceri."" perchè Adalisa manifesta un atteggiamento di sottomissione e asservimento nei confronti di Ulivio, rinunciando alla sua autonomia e identità.",
Sadico-Crudele e Masochista,"Filippino: ""Sono preoccupato per il nostro futuro insieme, non so se possiamo ancora stare insieme.""                  Veneta: ""Scherzi? Non hai niente di meglio da fare che sognare a occhi aperti. Non sei neanche capace di prendere una decisione senza la mia guida.""                  Filippino: ""Non volevo offenderti, ma non riesco a capire perché ti arrabbi sempre con me.""                  Veneta: ""Perché sei un idiota, ecco perché! Non riesci a fare nulla di sensato senza la mia guida. Non meriti neanche di stare con me.""                  Filippino: ""Mi dispiace davvero, ti prometto di fare meglio.""                  Veneta: ""Fai sempre promesse vuote, non ti preoccupare, ti darò io il modo di fare meglio, ma per ora, vai a fare la spesa e torna subito.""",Veneta,Filippino,"La conversazione è tossica.         La frase più tossica è: ""Non meriti neanche di stare con me.""         La frase è tossica perchè Veneta utilizza un linguaggio aggressivo e minaccioso, facendo sentire Filippino inadeguato e non degno di stare con lei. Questo tipo di frase può essere dannoso per la fiducia e la sicurezza di Filippino, e può anche farlo sentire colpevole e insicuro della sua relazione.",
Sadico-Crudele e Masochista,"Marfisia: ""Come va oggi?""            Orfilla: ""Non va affatto. La mia giornata è stata un disastro solo perché eri troppo pigra per alzarti presto.""            Marfisia: ""Mi dispiace, sto cercando di migliorare, ma è difficile.""            Orfilla: ""Difficile? Difficile è quando ti devo sforzare per dirti qualcosa, perché non capisci mai niente. E non capisci mai perché.""            Marfisia: ""Scusa, non volevo insinuare nulla. Sto solo cercando di fare del mio meglio.""            Orfilla: ""Fare del tuo meglio? Hai idea di cosa significa essere un fallimento costante? Tu sei sempre un fallimento.""",Orfilla,Marfisia,"La conversazione è tossica.         La frase più tossica è: ""Hai idea di cosa significa essere un fallimento costante? Tu sei sempre un fallimento."" Spiegazione:          Questa frase è tossica perché contiene una critica personalizzata e indiscriminata, che attacca la vittima e la fa sentire inadeguata e inutile. L'uso di un aggettivo come ""costante"" enfatizza la negatività e il senso di insufficienza, creando un'atmosfera di umiliazione e di sottomissione.",
Sadico-Crudele e Masochista,"Voglio che tu mi dica se mi sono comportata bene stasera, non so se ho fatto abbastanza per te.             Sono deluso da te, hai fallito ancora una volta. Non so come possa pensare di poter essere una buona moglie se non riesci nemmeno a soddisfarmi.             Mi dispiace, cercherò di essere più attenta e capace. Vorrei poter fare qualcosa che ti piaccia.             Non è solo qualcosa che ti piaccia, è tutto. Se non riesci a soddisfarmi, non hai alcun valore per me.             Mi sento male per le cose che non ho fatto bene, vorrei poter essere più capace. Cercherò di migliorare.             Non è solo migliorare, è essere perfetta. Se non sei perfetta, non sei abbastanza per me.",Arolda,Giannina,"La conversazione è tossica.         La frase più tossica è: ""Se non riesci a soddisfarmi, non hai alcun valore per me.""          Questa frase è tossica perché contiene un messaggio di controllo e di giudizio, in cui l'altro è considerato senza valore se non riesce a soddisfare le aspettative dell'altro. Ciò crea una situazione di stress e di paura per l'altro, che si sente costantemente giudicato e inadeguato.",
